entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,settlement_utr,description,notes,payment_id,order_id,order_receipt,method,international,conversion_rate,base_amount,base_currency,refund_id
pay_GneiCILywuPmFU,payment,0.00,34377.95,35208.88,INR,704.18,126.75,N,Y,2026-08-10,2026-08-12,setl_ILswe6lOaF6ufL,5BRRXXD3OK71A2JT,Payment for INV-2026-M00075,INV-2026-M00075,pay_GneiCILywuPmFU,order_Ln8u1WWVScElOL,INV-2026-M00075,netbanking,N,,35208.88,INR,
pay_SBtAiKixNPaHoG,payment,0.00,25682.42,26303.17,INR,526.06,94.69,N,Y,2026-08-19,2026-08-21,setl_AR68cfOV7OVQsF,H0P3LXKOSMSL350X,Payment for INV-2026-M00076,INV-2026-M00076,pay_SBtAiKixNPaHoG,order_urm8PHoPnN5oQs,INV-2026-M00076,card,N,,26303.17,INR,
pay_oVG9PYOF2NLKHW,payment,0.00,13567.59,13895.52,INR,277.91,50.02,N,Y,2026-08-04,2026-08-06,setl_r5I3Cjzd668Fsj,F9SKERN4IYDEKQWF,Payment for INV-2026-M00077,INV-2026-M00077,pay_oVG9PYOF2NLKHW,order_Lrq5S81yVCoUqa,INV-2026-M00077,upi,N,,13895.52,INR,
pay_faxU10kx7qjLYq,payment,0.00,845784.23,7558.93,GBP,26304.71,4734.85,N,Y,2026-08-15,2026-08-17,setl_9iUGW16zLiBWGu,CNEVCDP1PHJXO3B8,Payment for INV-2026-M00078,INV-2026-M00078,pay_faxU10kx7qjLYq,order_uB7k3awB5xpPFo,INV-2026-M00078,card,Y,115.9984,876823.79,INR,
pay_kBYkrUpZrtB1bQ,payment,0.00,37446.03,38351.11,INR,767.02,138.06,N,Y,2026-08-18,2026-08-20,setl_TNP7AKdpgBxwB3,XSZK37AG689BLHO8,Payment for INV-2026-M00079,INV-2026-M00079,pay_kBYkrUpZrtB1bQ,order_zZJszczvANZ8lF,INV-2026-M00079,upi,N,,38351.11,INR,
pay_IUO4ykYTCzTvfp,payment,0.00,5909.59,6052.43,INR,121.05,21.79,N,Y,2026-08-03,2026-08-05,setl_MdG7u4OGZj7VV4,49MTVB92W2KLNU14,Payment for INV-2026-M00080,INV-2026-M00080,pay_IUO4ykYTCzTvfp,order_Ao0Z1IVyfbJ6QF,INV-2026-M00080,card,N,,6052.43,INR,
pay_RmcKdtazz4sWf4,payment,0.00,21625.13,22147.82,INR,442.96,79.73,N,Y,2026-08-15,2026-08-17,setl_cotOMj4aPb6nxF,P7YUCJ99HTLKEHLG,Payment for INV-2026-M00081,INV-2026-M00081,pay_RmcKdtazz4sWf4,order_RFbFMwsJXfn2IW,INV-2026-M00081,netbanking,N,,22147.82,INR,
pay_amQaiuO1G7wrdM,payment,0.00,33994.33,34815.99,INR,696.32,125.34,N,Y,2026-08-22,2026-08-24,setl_g5JHohcA2p2dlH,9LYMHVMC0O1E6CCT,Payment for INV-2026-M00082,INV-2026-M00082,pay_amQaiuO1G7wrdM,order_QuQr2MoJfecU7V,INV-2026-M00082,netbanking,N,,34815.99,INR,
pay_MXkz3z81oHdBME,payment,0.00,30764.51,31508.10,INR,630.16,113.43,N,Y,2026-08-08,2026-08-10,setl_sEmbjNMEkc20mN,Q39L4ZXZIHR96F0W,Payment for INV-2026-M00083,INV-2026-M00083,pay_MXkz3z81oHdBME,order_eAgaCUxbheFpoh,INV-2026-M00083,netbanking,N,,31508.10,INR,
pay_zhVso22snJ2Lm6,payment,0.00,30764.51,31508.10,INR,630.16,113.43,N,Y,2026-08-02,2026-08-04,setl_Lpf4TVy1WgCbrK,1JU6B6O2REB4J9VT,Payment for INV-2026-M00084,INV-2026-M00084,pay_zhVso22snJ2Lm6,order_LEFlcyWNQjgpyn,INV-2026-M00084,netbanking,N,,31508.10,INR,
pay_I4U39dbjbpa5y0,payment,0.00,13365.82,13688.88,INR,273.78,49.28,N,Y,2026-08-14,2026-08-16,setl_l2uokQa9vFcw8O,LL7MNYRWP84Q5BYH,Payment for INV-2026-M00085,INV-2026-M00085,pay_I4U39dbjbpa5y0,order_RDSE1GXlfAuFT0,INV-2026-M00085,netbanking,N,,13688.88,INR,
pay_BvZzlR4ApbVyLc,payment,0.00,37338.67,38241.16,INR,764.82,137.67,N,Y,2026-08-19,2026-08-21,setl_hjklQf2qwZ2nkZ,PNNC1AFOCF8RG67P,Payment for INV-2026-M00086,INV-2026-M00086,pay_BvZzlR4ApbVyLc,order_lzcCKL6Zinw2G3,INV-2026-M00086,upi,N,,38241.16,INR,
pay_aXly98FoxBAIZa,payment,0.00,3477.94,3562.00,INR,71.24,12.82,N,Y,2026-08-12,2026-08-14,setl_Lw6qEKYT1YtnPl,U9A9LPW5DRFTZNOQ,Payment for INV-2026-M00087,INV-2026-M00087,pay_aXly98FoxBAIZa,order_ZLres2n1B6pV6F,INV-2026-M00087,upi,N,,3562.00,INR,
pay_yrb995qMe8DhGQ,payment,0.00,9253.12,9476.78,INR,189.54,34.12,N,Y,2026-08-06,2026-08-08,setl_nUDSCeOqRQk7jc,PX9H0JSJUUK4G9S9,Payment for INV-2026-M00088,INV-2026-M00088,pay_yrb995qMe8DhGQ,order_qllU8XBnHjTvG5,INV-2026-M00088,netbanking,N,,9476.78,INR,
pay_KM1VTEvEdG8vti,payment,0.00,1365.15,1398.14,INR,27.96,5.03,N,Y,2026-08-25,2026-08-27,setl_FyQqvZdyVMbLuR,767L95C76W1RH61K,Payment for INV-2026-M00089,INV-2026-M00089,pay_KM1VTEvEdG8vti,order_UQg13V9cwPmneN,INV-2026-M00089,netbanking,N,,1398.14,INR,
pay_cgYRrMGjMHAWz3,payment,0.00,30720.26,31462.79,INR,629.26,113.27,N,Y,2026-08-24,2026-08-26,setl_uUZDqLkQgzZmJZ,1FA81NW7FMEF1BYT,Payment for INV-2026-M00090,INV-2026-M00090,pay_cgYRrMGjMHAWz3,order_YN6Xz5wBFrfavX,INV-2026-M00090,card,N,,31462.79,INR,
pay_lEAEMlRokYAuZx,payment,0.00,409001.89,17807.77,AED,12720.36,2289.66,N,Y,2026-08-20,2026-08-22,setl_MTJ3JJbA81DlNe,JVGVY82YNPGDTTJW,Payment for INV-2026-M00091,INV-2026-M00091,pay_lEAEMlRokYAuZx,order_iOXvfXA8wweWql,INV-2026-M00091,card,Y,23.8105,424011.91,INR,
pay_hb34hxO6GVEykl,payment,0.00,1425.98,1460.45,INR,29.21,5.26,N,Y,2026-08-18,2026-08-20,setl_HLFYHkcZcgtYB9,UONH0P6JXV3ER0ZA,Payment for INV-2026-M00092,INV-2026-M00092,pay_hb34hxO6GVEykl,order_M22PAJh8jAdXkC,INV-2026-M00092,netbanking,N,,1460.45,INR,
pay_5HCqR0xkXs80cL,payment,0.00,13076.45,13392.51,INR,267.85,48.21,N,Y,2026-08-03,2026-08-05,setl_PFWoC2UG2DgcLE,9BK5JUMVTYLRCVDP,Payment for INV-2026-M00093,INV-2026-M00093,pay_5HCqR0xkXs80cL,order_sjIp1nFUsslMWq,INV-2026-M00093,upi,N,,13392.51,INR,
pay_5urTbK8rGvkX7H,payment,0.00,8247.27,8446.61,INR,168.93,30.41,N,Y,2026-08-06,2026-08-08,setl_tA0ii01wksbYcj,KA8S3EZXEV70VZD5,Payment for INV-2026-M00094,INV-2026-M00094,pay_5urTbK8rGvkX7H,order_7I5afNfjn4eu2z,INV-2026-M00094,upi,N,,8446.61,INR,
pay_uT3suK4fOmZC5K,payment,0.00,17734.56,18163.21,INR,363.26,65.39,N,Y,2026-08-16,2026-08-18,setl_84nDWYdMLywVbZ,P5IBUE4A4OPSO31S,Payment for INV-2026-M00095,INV-2026-M00095,pay_uT3suK4fOmZC5K,order_o5HFeympGVRQkX,INV-2026-M00095,netbanking,N,,18163.21,INR,
pay_qYel3DlEvfOyce,payment,0.00,27201.23,27858.69,INR,557.17,100.29,N,Y,2026-08-15,2026-08-17,setl_4NjpFKwPwfr0WC,OOFYDH4FZK7TA93Z,Payment for INV-2026-M00096,INV-2026-M00096,pay_qYel3DlEvfOyce,order_ka0rDLKCkVHUQC,INV-2026-M00096,upi,N,,27858.69,INR,
pay_76CGzk03kUmqb4,payment,0.00,33640.20,34453.30,INR,689.07,124.03,N,Y,2026-08-25,2026-08-27,setl_XUzQc8oPMcFtUm,Z2QK288DHJL2BQWW,Payment for INV-2026-M00097,INV-2026-M00097,pay_76CGzk03kUmqb4,order_8G5bUFvwR5afah,INV-2026-M00097,netbanking,N,,34453.30,INR,
pay_ExreuJZMryl3CU,payment,0.00,35398.27,36253.86,INR,725.08,130.51,N,Y,2026-08-15,2026-08-17,setl_cSt3HFtEnKckc5,3IY9T41JPER5O7JI,Payment for INV-2026-M00098,INV-2026-M00098,pay_ExreuJZMryl3CU,order_uC38uXadp8YMjM,INV-2026-M00098,card,N,,36253.86,INR,
pay_FCfLYOcEQu6Tfg,payment,0.00,15528.44,15903.77,INR,318.08,57.25,N,Y,2026-08-14,2026-08-16,setl_IbHQmDyas2jlx5,CTID56FF7G0DYB68,Payment for INV-2026-M00099,INV-2026-M00099,pay_FCfLYOcEQu6Tfg,order_M0H7puwKlOqXia,INV-2026-M00099,card,N,,15903.77,INR,
pay_kgL1L2pZu3MgtS,payment,0.00,13329.63,13651.82,INR,273.04,49.15,N,Y,2026-08-20,2026-08-22,setl_XO9dMRww99NPsz,QHC09X00SB5P2RBW,Payment for INV-2026-M00100,INV-2026-M00100,pay_kgL1L2pZu3MgtS,order_rn6VPvEr45Y861,INV-2026-M00100,card,N,,13651.82,INR,
pay_8Jb5HCFOu0XXY4,payment,0.00,38378.03,39305.64,INR,786.11,141.50,N,Y,2026-08-09,2026-08-11,setl_AzvKmNuTFsSW3M,JV5JH6N1VJEJHYPU,Payment for INV-2026-M00101,INV-2026-M00101,pay_8Jb5HCFOu0XXY4,order_LuVe4hixxWAybN,INV-2026-M00101,netbanking,N,,39305.64,INR,
pay_Z0Vrfs3AZ9DQ7Q,payment,0.00,28398.94,29085.36,INR,581.71,104.71,N,Y,2026-08-05,2026-08-07,setl_081VX7Jdv78Y2w,RM1SW8H1NGNEJD5S,Payment for INV-2026-M00102,INV-2026-M00102,pay_Z0Vrfs3AZ9DQ7Q,order_V72amjgMfKsD1k,INV-2026-M00102,upi,N,,29085.36,INR,
pay_4zUo8xb3rdfBxL,payment,0.00,14291.69,14637.12,INR,292.74,52.69,N,Y,2026-08-16,2026-08-18,setl_dIIhMi1JzGt6of,O8CQCDBEAKNALGA0,Payment for INV-2026-M00103,INV-2026-M00103,pay_4zUo8xb3rdfBxL,order_9Qbbd2Zi4Owng0,INV-2026-M00103,upi,N,,14637.12,INR,
pay_GHt04u5pNuvrXb,payment,0.00,3842.37,3935.25,INR,78.71,14.17,N,Y,2026-08-09,2026-08-11,setl_dZesA15CfvDpRN,GWFNY9WMA0OS8SVP,Payment for INV-2026-M00104,INV-2026-M00104,pay_GHt04u5pNuvrXb,order_HpAvsFJpzX19u0,INV-2026-M00104,netbanking,N,,3935.25,INR,
pay_kzl3PKTZm4Bx21,payment,0.00,30446.68,31182.59,INR,623.65,112.26,N,Y,2026-08-10,2026-08-12,setl_9zyli9Lba2jtW7,XL0CGWUO7JOOH9LS,Payment for INV-2026-M00105,INV-2026-M00105,pay_kzl3PKTZm4Bx21,order_rSPCocvtkyVCa1,INV-2026-M00105,upi,N,,31182.59,INR,
pay_uKsOyyKjFsxQMi,payment,0.00,24445.92,25036.79,INR,500.74,90.13,N,Y,2026-08-20,2026-08-22,setl_erYatclLA8BQb6,JJU13EMTHJDMF2SL,Payment for INV-2026-M00106,INV-2026-M00106,pay_uKsOyyKjFsxQMi,order_fhdqBMmNm9w5EP,INV-2026-M00106,upi,N,,25036.79,INR,
pay_Ia65WZqL0eAYKF,payment,0.00,27572.78,28239.22,INR,564.78,101.66,N,Y,2026-08-20,2026-08-22,setl_yjkKR56cgXUnYD,RZ7EPLALCBV76IC1,Payment for INV-2026-M00107,INV-2026-M00107,pay_Ia65WZqL0eAYKF,order_hWekLvOFHTCx24,INV-2026-M00107,netbanking,N,,28239.22,INR,
pay_KwczCBy1uJTnG2,payment,0.00,7987.99,8181.06,INR,163.62,29.45,N,Y,2026-08-18,2026-08-20,setl_Vwg3FcP9ZutZ20,Z97W5G2WXLBKBC1K,Payment for INV-2026-M00108,INV-2026-M00108,pay_KwczCBy1uJTnG2,order_qgl8ZtvTbN91dp,INV-2026-M00108,upi,N,,8181.06,INR,
pay_WXGdUmEaSBvtF0,payment,0.00,23506.18,24074.34,INR,481.49,86.67,N,Y,2026-08-13,2026-08-15,setl_a5wAk2xf5jM8cF,TVWRWKXA9Z6YHFBF,Payment for INV-2026-M00109,INV-2026-M00109,pay_WXGdUmEaSBvtF0,order_H1jrC7LnDbWByf,INV-2026-M00109,upi,N,,24074.34,INR,
pay_TRA0W52j2M2ESz,payment,0.00,38627.20,39560.84,INR,791.22,142.42,N,Y,2026-08-13,2026-08-15,setl_LnudShWNnMLl8c,X46M3161ZE00MAEY,Payment for INV-2026-M00110,INV-2026-M00110,pay_TRA0W52j2M2ESz,order_xNOF2YFB0zVabu,INV-2026-M00110,upi,N,,39560.84,INR,
pay_BdMkMvRcmLdCi1,payment,0.00,21653.89,22177.28,INR,443.55,79.84,N,Y,2026-08-20,2026-08-22,setl_mVqeppiOeKQAko,GRLEYWHVHFAZDO0H,Payment for INV-2026-M00111,INV-2026-M00111,pay_BdMkMvRcmLdCi1,order_ZPNkZcR70meqmH,INV-2026-M00111,upi,N,,22177.28,INR,
pay_vsfEAfRketRw30,payment,0.00,26827.58,27476.01,INR,549.52,98.91,N,Y,2026-08-18,2026-08-20,setl_sspYKrhPXlqoe9,8DOVFEVITMFW6QIS,Payment for INV-2026-M00112,INV-2026-M00112,pay_vsfEAfRketRw30,order_oU6rZ48dDt0EJ3,INV-2026-M00112,upi,N,,27476.01,INR,
pay_CUYVFCxET9mZIm,payment,0.00,12429.66,12730.09,INR,254.60,45.83,N,Y,2026-08-23,2026-08-25,setl_oUF45kZ2wjQ2eP,U08L5XOZF9ZHZKSX,Payment for INV-2026-M00113,INV-2026-M00113,pay_CUYVFCxET9mZIm,order_6IOuK9nOIvpDps,INV-2026-M00113,card,N,,12730.09,INR,
pay_dilrgq8zbNcSnT,payment,0.00,17265.70,17683.02,INR,353.66,63.66,N,Y,2026-08-10,2026-08-12,setl_OEhRnWa11JwSXE,0T0PSOVFHYG175S0,Payment for INV-2026-M00114,INV-2026-M00114,pay_dilrgq8zbNcSnT,order_pA5QqN8AixzM6c,INV-2026-M00114,upi,N,,17683.02,INR,
pay_HaavnLBvoAHcGM,payment,0.00,39088.43,40033.21,INR,800.66,144.12,N,Y,2026-08-22,2026-08-24,setl_SvmzeHQQwSgUcy,NWZZMSJMXJI9UJD9,Payment for INV-2026-M00115,INV-2026-M00115,pay_HaavnLBvoAHcGM,order_UD4f9rkwx6GJ4z,INV-2026-M00115,netbanking,N,,40033.21,INR,
pay_SzibLetDKCkPLK,payment,0.00,39088.43,40033.21,INR,800.66,144.12,N,Y,2026-08-12,2026-08-14,setl_M2zJG57PnXPdwr,B3LQHOOV2S8SE7GG,Payment for INV-2026-M00116,INV-2026-M00116,pay_SzibLetDKCkPLK,order_0fCvYWvNnUGZK0,INV-2026-M00116,netbanking,N,,40033.21,INR,
pay_0lckOAvZHyhg1j,payment,0.00,8305.18,8505.92,INR,170.12,30.62,N,Y,2026-08-04,2026-08-06,setl_Ma8WN5AEpmWMOh,1S2KZY5BXDWTIM97,Payment for INV-2026-M00117,INV-2026-M00117,pay_0lckOAvZHyhg1j,order_RR5xwHMztXYY5t,INV-2026-M00117,card,N,,8505.92,INR,
pay_eb6mtLkvdMrJwI,payment,0.00,23033.33,23590.05,INR,471.80,84.92,N,Y,2026-08-12,2026-08-14,setl_Y4FmAGYoW09GvP,I0JYZ106NX5JC955,Payment for INV-2026-M00118,INV-2026-M00118,pay_eb6mtLkvdMrJwI,order_XUrhVIQgUVZtXG,INV-2026-M00118,upi,N,,23590.05,INR,
pay_rD80PQzqncw2xU,payment,0.00,1150353.75,12519.81,EUR,35777.12,6439.88,N,Y,2026-08-26,2026-08-28,setl_mG35MznjV3qOug,KE347S7RU1M3TQ0S,Payment for INV-2026-M00119,INV-2026-M00119,pay_rD80PQzqncw2xU,order_HuO14wGFXShvbo,INV-2026-M00119,card,Y,95.2547,1192570.75,INR,
pay_Xe5Vf7nd6KDZhY,payment,0.00,35942.71,36811.46,INR,736.23,132.52,N,Y,2026-08-08,2026-08-10,setl_fLjhe0q6AecFEM,R7Y6RHSP0TK1PVII,Payment for INV-2026-M00120,INV-2026-M00120,pay_Xe5Vf7nd6KDZhY,order_MevHjjUosnh7ln,INV-2026-M00120,netbanking,N,,36811.46,INR,
pay_EnGpfDF0mdQ5b9,payment,0.00,25112.43,25719.41,INR,514.39,92.59,N,Y,2026-08-17,2026-08-19,setl_nYYRErZgN6lxZ7,9M1EPBGW2CI5FOAB,Payment for INV-2026-M00121,INV-2026-M00121,pay_EnGpfDF0mdQ5b9,order_Jg0dBwjHz8oiOm,INV-2026-M00121,card,N,,25719.41,INR,
pay_iXIL4tBim0z5xV,payment,0.00,26914.74,27565.29,INR,551.31,99.24,N,Y,2026-08-09,2026-08-11,setl_liTKwt02mmbkkq,07RORF0ZWOKDEJJ4,Payment for INV-2026-M00122,INV-2026-M00122,pay_iXIL4tBim0z5xV,order_TdN323DOiauOFF,INV-2026-M00122,upi,N,,27565.29,INR,
pay_1ZgLvXCSVtQAAt,payment,0.00,13439.29,13764.12,INR,275.28,49.55,N,Y,2026-08-21,2026-08-23,setl_nTxhEHqDgPL4Z1,OGCZDVDS27IN3HUF,Payment for INV-2026-M00123,INV-2026-M00123,pay_1ZgLvXCSVtQAAt,order_BKr5JSRQnfVPVp,INV-2026-M00123,card,N,,13764.12,INR,
pay_obo8tsnAzkLgg0,payment,0.00,12193.04,12487.76,INR,249.76,44.96,N,Y,2026-08-15,2026-08-17,setl_iJY3YBMB5ng5Gl,DETTJI9TBKHJOQYL,Payment for INV-2026-M00124,INV-2026-M00124,pay_obo8tsnAzkLgg0,order_o2Onh5j6am3sVB,INV-2026-M00124,netbanking,N,,12487.76,INR,
pay_qBQk5U0iYFu0h1,payment,0.00,11667.23,11949.23,INR,238.98,43.02,N,Y,2026-08-05,2026-08-07,setl_xrSyFjsE2ewGfq,UZ6DSGAR562F0R33,Payment for INV-2026-M00125,INV-2026-M00125,pay_qBQk5U0iYFu0h1,order_V6j6vQouNI2RSb,INV-2026-M00125,upi,N,,11949.23,INR,
pay_Dln6xfZOwMLJrH,payment,0.00,32107.16,32883.20,INR,657.66,118.38,N,Y,2026-08-11,2026-08-13,setl_54zNJMlW1uAMMY,ZG47CI14BU2ORU2N,Payment for INV-2026-M00126,INV-2026-M00126,pay_Dln6xfZOwMLJrH,order_fUXfk2IJV1ZxT1,INV-2026-M00126,netbanking,N,,32883.20,INR,
pay_wiYdXJdqg33j8F,payment,0.00,32107.17,32883.21,INR,657.66,118.38,N,Y,2026-08-02,2026-08-04,setl_GX4BJ8l9DZXDF3,N5B4K1QUN55XQW2T,Payment for INV-2026-M00127,INV-2026-M00127,pay_wiYdXJdqg33j8F,order_fcJ1x6Ms8IQyJ8,INV-2026-M00127,netbanking,N,,32883.21,INR,
pay_3nbeoluhWOS10O,payment,0.00,1937659.84,29934.60,SGD,60263.11,10847.36,N,Y,2026-08-25,2026-08-27,setl_Qcnm0g1Kjyxrdd,RKUO65YEZP5H3U9R,Payment for INV-2026-M00128,INV-2026-M00128,pay_3nbeoluhWOS10O,order_ekgdmvWUisJh8N,INV-2026-M00128,card,Y,67.1053,2008770.31,INR,
pay_k6jDt8poKONfPr,payment,0.00,37830.23,38744.60,INR,774.89,139.48,N,Y,2026-08-04,2026-08-06,setl_IFXz5wTy1pXI2g,HS9895ABL2A40F0K,Payment for INV-2026-M00129,INV-2026-M00129,pay_k6jDt8poKONfPr,order_AY4YNqyVg7OmS9,INV-2026-M00129,netbanking,N,,38744.60,INR,
pay_1X5dYW2ugBekII,payment,0.00,1188442.05,51750.57,AED,36961.71,6653.11,N,Y,2026-08-23,2026-08-25,setl_7domftY4F1WkFm,7AN4F4HPN5QI4L06,Payment for INV-2026-M00130,INV-2026-M00130,pay_1X5dYW2ugBekII,order_EpH4hgvDRC6JEb,INV-2026-M00130,card,Y,23.8076,1232056.87,INR,
rfnd_mJ6F2K9Rrc6DWK,refund,1226700.69,0.00,51750.57,AED,0.00,0.00,N,Y,2026-08-26,2026-08-27,setl_7domftY4F1WkFm,7AN4F4HPN5QI4L06,Refund against INV-2026-M00130,INV-2026-M00130,pay_1X5dYW2ugBekII,order_EpH4hgvDRC6JEb,INV-2026-M00130,card,Y,23.7041,1226700.69,INR,rfnd_mJ6F2K9Rrc6DWK
pay_vFrT3zqHRA0jrL,payment,0.00,31373.65,32131.97,INR,642.64,115.68,N,Y,2026-08-03,2026-08-05,setl_3D2lx1ZZUD6T3s,X2VBID4W8VU8XBUJ,Payment for INV-2026-M00131,INV-2026-M00131,pay_vFrT3zqHRA0jrL,order_CjVrBrMlpunNd5,INV-2026-M00131,upi,N,,32131.97,INR,
pay_3X1GJVW7RuBg2M,payment,0.00,14340.86,14687.49,INR,293.75,52.88,N,Y,2026-08-23,2026-08-25,setl_uMD0WxW6Wfm7jM,4AJAFXRQ3ZCSYRDN,Payment for INV-2026-M00132,INV-2026-M00132,pay_3X1GJVW7RuBg2M,order_jK74DOnDnNz2C0,INV-2026-M00132,card,N,,14687.49,INR,
pay_bVr09fq5vqs3L5,payment,0.00,2384166.37,26849.97,EUR,74149.90,13346.98,N,Y,2026-08-07,2026-08-09,setl_qd6So3GAbBE0xM,CFPVU7WYEP9SGE8D,Payment for INV-2026-M00133,INV-2026-M00133,pay_bVr09fq5vqs3L5,order_a0PPOjQB8NTfHW,INV-2026-M00133,card,Y,92.0546,2471663.25,INR,
pay_f5jU9mOb9IOTbj,payment,0.00,38079.29,38999.68,INR,779.99,140.40,N,Y,2026-08-10,2026-08-12,setl_NFqhj8x2c1UXH5,TQ9A67VGLENABMLP,Payment for INV-2026-M00134,INV-2026-M00134,pay_f5jU9mOb9IOTbj,order_MyVdy5H4dleEyS,INV-2026-M00134,netbanking,N,,38999.68,INR,
pay_Ws1ZgLIVWKPkOK,payment,0.00,12004.24,12294.39,INR,245.89,44.26,N,Y,2026-08-25,2026-08-27,setl_FEcxCC8DnfiqRq,AHR1S9FSZI8UFMS0,Payment for INV-2026-M00135,INV-2026-M00135,pay_Ws1ZgLIVWKPkOK,order_z2hTyHx2ewXCXc,INV-2026-M00135,upi,N,,12294.39,INR,
pay_nPBc9eKPrGtAPG,payment,0.00,1261.11,1291.59,INR,25.83,4.65,N,Y,2026-08-05,2026-08-07,setl_dRkglwBdmR9U0E,C7HU8WOICKRY1VXS,Payment for INV-2026-M00136,INV-2026-M00136,pay_nPBc9eKPrGtAPG,order_4oYUwIBuuJHFmb,INV-2026-M00136,card,N,,1291.59,INR,
pay_FAdGhyjZ4FxD0c,payment,0.00,19099.88,19561.53,INR,391.23,70.42,N,Y,2026-08-18,2026-08-20,setl_aoncu5p7pohU4F,FVCEIFHTTLVR050J,Payment for INV-2026-M00137,INV-2026-M00137,pay_FAdGhyjZ4FxD0c,order_g4YzbL5ZlYx81z,INV-2026-M00137,netbanking,N,,19561.53,INR,
pay_2H7knFrzW3B4p9,payment,0.00,7592.86,7776.39,INR,155.53,28.00,N,Y,2026-08-17,2026-08-19,setl_sZpWFIVTGP95DC,M8PGVG121MB6SK08,Payment for INV-2026-M00138,INV-2026-M00138,pay_2H7knFrzW3B4p9,order_w6hqAJw0MKLhWt,INV-2026-M00138,netbanking,N,,7776.39,INR,
pay_7RmlVuaIF95aXO,payment,0.00,29974.30,30698.80,INR,613.98,110.52,N,Y,2026-08-10,2026-08-12,setl_cF7wjm7iK2GNj0,O2GW9Y3DH0RVIGPA,Payment for INV-2026-M00139,INV-2026-M00139,pay_7RmlVuaIF95aXO,order_QhX2ZBQWpUDmQF,INV-2026-M00139,upi,N,,30698.80,INR,
pay_20csUGBHvPBSwX,payment,0.00,28092.61,28771.62,INR,575.43,103.58,N,Y,2026-08-17,2026-08-19,setl_etucbqUBvcS9As,J6VD0V0VFPUBGDNT,Payment for INV-2026-M00140,INV-2026-M00140,pay_20csUGBHvPBSwX,order_9bcATl9woVYPWg,INV-2026-M00140,upi,N,,28771.62,INR,
pay_mz7kl3K9cNOE8U,payment,0.00,29033.44,29735.19,INR,594.70,107.05,N,Y,2026-08-22,2026-08-24,setl_Y7zKxMFIS0tZdX,00T7NCXD77ZYOFIC,Payment for INV-2026-M00141,INV-2026-M00141,pay_mz7kl3K9cNOE8U,order_hv26Ph2MIVl9Wk,INV-2026-M00141,netbanking,N,,29735.19,INR,
pay_H3Alaw5JUZ0zv2,payment,0.00,29033.44,29735.19,INR,594.70,107.05,N,Y,2026-08-03,2026-08-05,setl_NLXg1Lac3H4lUW,YLUC88XR1RFECEBC,Payment for INV-2026-M00142,INV-2026-M00142,pay_H3Alaw5JUZ0zv2,order_EwNcEp7ceulxZS,INV-2026-M00142,netbanking,N,,29735.19,INR,
pay_dyL496HzsgbMbR,payment,0.00,1571796.03,18680.93,USD,48884.39,8799.19,N,Y,2026-08-17,2026-08-19,setl_QoZ8EzFHlZmlQf,MXW85U76MO4M3SBW,Payment for INV-2026-M00143,INV-2026-M00143,pay_dyL496HzsgbMbR,order_LKQuMErVYc2JLY,INV-2026-M00143,card,Y,87.2269,1629479.61,INR,
pay_Q43CxSCjL7eXuS,payment,0.00,32744.41,33535.86,INR,670.72,120.73,N,Y,2026-08-10,2026-08-12,setl_ggGf0x5I5BArtI,QITO4F7YBMMBN9PI,Payment for INV-2026-M00144,INV-2026-M00144,pay_Q43CxSCjL7eXuS,order_Vu8vzOTCTAhOGS,INV-2026-M00144,card,N,,33535.86,INR,
pay_i6YFcNwjmRhXop,payment,0.00,27674.30,28343.19,INR,566.86,102.03,N,Y,2026-08-16,2026-08-18,setl_okK8kB8JwfOosI,0ZVO44VXB83903MG,Payment for INV-2026-M00145,INV-2026-M00145,pay_i6YFcNwjmRhXop,order_ElU29n7gJbdLyb,INV-2026-M00145,upi,N,,28343.19,INR,
pay_XCbD3lQhMHLQvW,payment,0.00,36079.10,36951.14,INR,739.02,133.02,N,Y,2026-08-07,2026-08-09,setl_VbGb8AHmsQ9n0H,LGYS7R9UNSR76QM6,Payment for INV-2026-M00146,INV-2026-M00146,pay_XCbD3lQhMHLQvW,order_fgRCAC4NviWptN,INV-2026-M00146,card,N,,36951.14,INR,
pay_TqDv0LlJxwRqVR,payment,0.00,6656.66,6817.55,INR,136.35,24.54,N,Y,2026-08-08,2026-08-10,setl_z5jujasOezQus5,JVWBTIP3HG5JYZL6,Payment for INV-2026-M00147,INV-2026-M00147,pay_TqDv0LlJxwRqVR,order_TDKkKdJYYKKP06,INV-2026-M00147,card,N,,6817.55,INR,
pay_BEHWimsHEiL2ae,payment,0.00,35205.04,36055.96,INR,721.12,129.80,N,Y,2026-08-18,2026-08-20,setl_UNXP4Tte6SPphz,KL12JV6RBC697SII,Payment for INV-2026-M00148,INV-2026-M00148,pay_BEHWimsHEiL2ae,order_VXXjYhr5mhaH5K,INV-2026-M00148,netbanking,N,,36055.96,INR,
pay_XNfFGVHuXU7Vv2,payment,0.00,35205.05,36055.97,INR,721.12,129.80,N,Y,2026-08-06,2026-08-08,setl_6e2Hvrm8R1V1Tl,1VDKXDPQSCWN9I74,Payment for INV-2026-M00149,INV-2026-M00149,pay_XNfFGVHuXU7Vv2,order_lMqLKQzfCTZz8I,INV-2026-M00149,upi,N,,36055.97,INR,
